year,class,rank,Fname,site,hometown,subject
1481,第三甲,第一百一十七名,姚,民籍,廣東,書經
1481,第三甲,第一百一十八名,龍,民籍,江西,詩經
1481,第三甲,第一百一十九名,熊,衛籍,應天,書經
1481,第三甲,第一百二十名,丘,軍籍,湖廣,詩經
1481,第三甲,第一百二十一名,賈,匠籍,直隸,詩經
1481,第三甲,第一百二十二名,林,民籍,廣東,詩經
1481,第三甲,第一百二十三名,盧,民籍,浙江,春秋
1481,第三甲,第一百二十四名,何,民籍,廣東,詩經
1481,第三甲,第一百二十五名,劉,民籍,河南,詩經
1481,第三甲,第一百二十六名,黃,軍籍,河南,春秋
1481,第三甲,第一百二十七名,杜,民籍,直隸,詩經
1481,第三甲,第一百二十八名,儲,民籍,直隸,詩經
1481,第三甲,第一百二十九名,廖,民籍,江西,詩經
1481,第三甲,第一百三十名,楊,民籍,四川,易經
1481,第三甲,第一百三十一名,程,醫籍,浙江,春秋
1481,第三甲,第一百三十二名,蕭,民籍,江西,詩經
1481,第三甲,第一百三十三名,田,民籍,陝西,詩經
1481,第三甲,第一百三十四名,李,民籍,四川,易經
1481,第三甲,第一百三十五名,李,官籍,四川,詩經
1481,第三甲,第一百三十六名,鄭,民籍,江西,書經
1481,第三甲,第一百三十七名,鄧,民籍,江西,書經
1481,第三甲,第一百三十八名,劉,軍籍,山西,詩經
1481,第三甲,第一百三十九名,徐,軍籍,應天,詩經
1481,第三甲,第一百四十名,梁,民籍,江西,詩經
1481,第三甲,第一百四十一名,顧,匠籍,直隸,書經
1481,第三甲,第一百四十二名,梁,民籍,廣東,詩經
1481,第三甲,第一百四十三名,吳,軍籍,浙江,詩經
1481,第三甲,第一百四十四名,陳,匠籍,浙江,詩經
1481,第三甲,第一百四十五名,楊,民籍,浙江,易經
1481,第三甲,第一百四十六名,余,民籍,浙江,易經
1481,第三甲,第一百四十七名,于,民籍,山東,書經
1481,第三甲,第一百四十八名,張,民籍,直隸,春秋
1481,第三甲,第一百四十九名,謝,官籍,江西,易經
1481,第三甲,第一百五十名,葛,民籍,直隸,詩經
1481,第三甲,第一百五十一名,王,民籍,陝西,詩經
1481,第三甲,第一百五十二名,王,軍籍,江西,易經
1481,第三甲,第一百五十三名,葉,民籍,直隸,詩經
1481,第三甲,第一百五十四名,張,民籍,福建,詩經
1481,第三甲,第一百五十五名,孫,匠藉,浙江,禮記
1481,第三甲,第一百五十六名,許,軍籍,湖廣,詩經
1481,第三甲,第一百五十七名,王,民籍,直隸,易經
1481,第三甲,第一百五十八名,張,軍籍,山西,詩經
1481,第三甲,第一百五十九名,丘,軍籍,福建,詩經
1481,第三甲,第一百六十名,莫,民籍,浙江,易經
1481,第三甲,第一百六十一名,竇,軍籍,河南,書經
1481,第三甲,第一百六十二名,張,軍籍,直隸,易經
1481,第三甲,第一百六十三名,朱,民籍,直隸,春秋
1481,第三甲,第一百六十四名,魏,民籍,浙江,詩經
1481,第三甲,第一百六十五名,韓,民籍,直隸,書經
1481,第三甲,第一百六十六名,高,民籍,直隸,詩經
1481,第三甲,第一百六十七名,佘,軍籍,廣德,詩經
1481,第三甲,第一百六十八名,張,民籍,直隸,詩經
1481,第三甲,第一百六十九名,周,民籍,廣西,易經
1481,第三甲,第一百七十名,李,軍籍,河南,書經
1481,第三甲,第一百七十一名,常,民籍,山西,詩經
1481,第三甲,第一百七十二名,趙,軍籍,湖廣,易經
1481,第三甲,第一百七十三名,張,民籍,浙江,詩經
1481,第三甲,第一百七十四名,汪,民籍,直隸,春秋
1481,第三甲,第一百七十五名,張,軍籍,山西,書經
1481,第三甲,第一百七十六名,崔,民籍,直隸,書經
1481,第三甲,第一百七十七名,聞,民籍,直隸,詩經
1481,第三甲,第一百七十八名,鄭,民籍,廣東,易經
1481,第三甲,第一百七十九名,黃,匠籍,浙江,禮記
1481,第三甲,第一百八十名,孔,軍籍,福建,詩經
1481,第三甲,第一百八十一名,張,民籍,山東,書經
1481,第三甲,第一百八十二名,趙,民籍,河南,禮記
1481,第三甲,第一百八十三名,李,民籍,河南,詩經
1481,第三甲,第一百八十四名,崔,民籍,湖廣,易經
1481,第三甲,第一百八十五名,張,民籍,直隸,詩經
1481,第三甲,第一百八十六名,徐,民籍,山東,詩經
1481,第三甲,第一百八十七名,曲,軍籍,山東,書經
1481,第三甲,第一百八十八名,郭,民籍,湖廣,詩經
1481,第三甲,第一百八十九名,馬,匠籍,陝西,易經
1481,第三甲,第一百九十名,郭,民籍,河南,書經
1481,第三甲,第一百九十一名,王,民籍,山東,詩經
1481,第三甲,第一百九十二名,張,軍籍,直隸,詩經
1481,第三甲,第一百九十三名,王,民籍,浙江,詩經
1481,第三甲,第一百九十四名,曹,民籍,湖廣,禮記
1481,第三甲,第一百九十五名,耿,民籍,河南,詩經
1481,第三甲,第一百九十六名,蔣,軍籍,江西,書經
1487,第一甲,第一名,費,民籍,江西,書經
1487,第一甲,第二名,劉,民籍,四川,禮記
1487,第一甲,第三名,涂,民籍,廣東,書經
1487,第二甲,第一名,程,軍籍,江西,詩經
1487,第二甲,第二名,王,民籍,四川,易經
1487,第二甲,第三名,季,民籍,江西,書經
1487,第二甲,第四名,周,民籍,江西,詩經
1487,第二甲,第五名,劉,軍籍,江西,春秋
1487,第二甲,第六名,任,軍籍,河南,禮記
1487,第二甲,第七名,陳,監籍,浙江,書經
1487,第二甲,第八名,王,軍籍,河南,書經
1487,第二甲,第九名,董,民籍,直隸,詩經
1487,第二甲,第十名,楊,民籍,直隸,詩經
1487,第二甲,第十一名,蔣,民籍,廣西,書經
1487,第二甲,第十二名,祝,民籍,浙江,詩經
1487,第二甲,第十三名,謝,匠籍,江西,詩經
1487,第二甲,第十四名,陳,監籍,浙江,書經
1487,第二甲,第十五名,盧,軍籍,山東,詩經
1487,第二甲,第十六名,葉,民籍,直隸,書經
1487,第二甲,第十七名,歐,民籍,四川,詩經
1487,第二甲,第十八名,屈,民籍,直隸,書經
1487,第二甲,第十九名,蔡,民籍,浙江,詩經
1487,第二甲,第二十名,涂,民籍,廣東,詩經
1487,第二甲,第二十一名,鄭,民籍,直隸,詩經
1487,第二甲,第二十二名,王,軍籍,山東,書經
1487,第二甲,第二十三名,程,軍籍,直隸,春秋
1487,第二甲,第二十四名,陳,民籍,廣東,易經
1487,第二甲,第二十五名,袁,民籍,四川,詩經
1487,第二甲,第二十六名,李,軍籍,四川,詩經
1487,第二甲,第二十七名,滕,軍籍,直隸,詩經
1487,第二甲,第二十八名,孫,民籍,直隸,春秋
1487,第二甲,第二十九名,張,軍籍,直隸,書經
1487,第二甲,第三十名,賈,官籍,湖廣,易經
1487,第二甲,第三十一名,彭,民籍,福建,詩經
1487,第二甲,第三十二名,黃,民籍,福建,書經
1487,第二甲,第三十三名,范,民籍,江西,詩經
1487,第二甲,第三十四名,陳,官籍,直隸,禮記
1487,第二甲,第三十五名,陳,軍籍,福建,書經
1487,第二甲,第三十六名,陳,民籍,浙江,詩經
1487,第二甲,第三十七名,傅,軍籍,直隸,詩經
1487,第二甲,第三十八名,萬,官籍,四川,詩經
1487,第二甲,第三十九名,鄧,竈籍,廣東,書經
1487,第二甲,第四十名,朱,民籍,浙江,易經
1487,第二甲,第四十一名,倪,官籍,浙江,書經
1487,第二甲,第四十二名,華,軍籍,湖廣,書經
1487,第二甲,第四十三名,王,軍籍,山東,詩經
1487,第二甲,第四十四名,萬,民籍,江西,禮記
1487,第二甲,第四十五名,董,軍籍,直隸,詩經
1487,第二甲,第四十六名,吳,民籍,直隸,書經
1487,第二甲,第四十七名,趙,軍籍,河南,易經
1487,第二甲,第四十八名,馬,官籍,直隸,書經
1487,第二甲,第四十九名,涂,匠籍,江西,易經
1487,第二甲,第五十名,王,民籍,福建,春秋
1487,第二甲,第五十一名,余,民籍,福建,詩經
1487,第二甲,第五十二名,邵,軍籍,直隸,詩經
1487,第二甲,第五十三名,錢,民籍,廣東,春秋
1487,第二甲,第五十四名,劉,民籍,山東,詩經
1487,第二甲,第五十五名,姜,民籍,浙江,詩經
1487,第二甲,第五十六名,李,軍籍,江西,易經
1487,第二甲,第五十七名,李,民籍,湖廣,春秋
1487,第二甲,第五十八名,項,官籍,浙江,書經
1487,第二甲,第五十九名,王,軍籍,浙江,易經
1487,第二甲,第六十名,楊,民籍,浙江,易經
1487,第二甲,第六十一名,仲,醫籍,直隸,易經
1487,第二甲,第六十二名,毛,民籍,浙江,禮記
1487,第二甲,第六十三名,熊,民籍,江西,詩經
1487,第二甲,第六十四名,汪,民籍,直隸,詩經
1487,第二甲,第六十五名,楊,民籍,直隸,詩經
1487,第二甲,第六十六名,孟,民籍,順天,易經
1487,第二甲,第六十七名,鄧,竈籍,浙江,書經
1487,第二甲,第六十八名,張,民籍,直隸,書經
1487,第二甲,第六十九名,丁,軍籍,直隸,詩經
1487,第二甲,第七十名,方,民籍,江西,禮記
1487,第二甲,第七十一名,胡,軍籍,四川,易經
1487,第二甲,第七十二名,周,軍籍,直隸,詩經
1487,第二甲,第七十三名,馬,民籍,直隸,書經
1487,第二甲,第七十四名,房,官籍,直隸,詩經
1487,第二甲,第七十五名,盧,民籍,浙江,詩經
1487,第二甲,第七十六名,范,民籍,直隸,詩經
1487,第二甲,第七十七名,李,民籍,河南,禮記
1487,第二甲,第七十八名,崔,軍籍,河南,詩經
1487,第二甲,第七十九名,辛,官籍,順天,詩經
1487,第二甲,第八十名,羅,民籍,江西,詩經
1487,第二甲,第八十一名,壽,民籍,浙江,書經
1487,第二甲,第八十二名,胡,軍籍,應天,書經
1487,第二甲,第八十三名,蘇,軍籍,廣東,詩經
1487,第二甲,第八十四名,官,民籍,江西,詩經
1487,第二甲,第八十五名,張,民籍,浙江,詩經
1487,第二甲,第八十六名,陶,民籍,直隸,書經
1487,第二甲,第八十七名,楊,官籍,直隸,書經
1487,第二甲,第八十八名,曾,軍籍,湖廣,詩經
1487,第二甲,第八十九名,徐,官籍,福建,易經
1487,第二甲,第九十名,李,民籍,浙江,易經
1487,第二甲,第九十一名,李,軍籍,順天,書經
1487,第二甲,第九十二名,周,民籍,浙江,詩經
1487,第二甲,第九十三名,汪,民籍,浙江,禮記
1487,第二甲,第九十四名,毛,民籍,直隸,易經
1487,第二甲,第九十五名,萬,軍籍,廣西,書經
1487,第二甲,第九十六名,胡,軍籍,浙江,易經
1487,第二甲,第九十七名,匡,官籍,直隸,詩經
1487,第二甲,第九十八名,許,官籍,四川,易經
1487,第二甲,第九十九名,謝,軍籍,湖廣,易經
1487,第二甲,第一百名,彭,軍籍,福建,書經
1487,第二甲,第一百零一名,吳,民籍,直隸,書經
1487,第二甲,第一百零二名,史,官籍,應天,詩經
1487,第二甲,第一百零三名,程,軍籍,湖廣,詩經
1487,第二甲,第一百零四名,仵,民籍,湖廣,禮記
1487,第二甲,第一百零五名,郭,民籍,四川,易經
1487,第二甲,第一百零六名,曾,民籍,江西,詩經
1487,第二甲,第一百零七名,陸,民籍,直隸,易經
1487,第二甲,第一百零八名,戴,醫籍,直隸,易經
1487,第二甲,第一百零九名,黎,軍籍,四川,易經
1487,第二甲,第一百一十名,張,軍籍,山東,詩經
1487,第三甲,第一名,馬,民籍,浙江,詩經
1487,第三甲,第二名,劉,民籍,江西,易經
1487,第三甲,第三名,馬,民籍,直隸,書經
1487,第三甲,第四名,劉,民籍,河南,春秋
1487,第三甲,第五名,魯,官籍,湖廣,詩經
1487,第三甲,第六名,吉,軍籍,陝西,詩經
1487,第三甲,第七名,韓,軍籍,直隸,書經
1487,第三甲,第八名,劉,軍籍,湖廣,書經
1487,第三甲,第九名,俞,軍籍,浙江,春秋
1487,第三甲,第十名,魏,官籍,順天,易經
1487,第三甲,第十一名,王,民籍,河南,詩經
1487,第三甲,第十二名,袁,軍籍,直隸,書經
1487,第三甲,第十三名,彭,民籍,直隸,春秋
1487,第三甲,第十四名,沈,匠籍,浙江,詩經
1487,第三甲,第十五名,藍,軍籍,福建,書經
1487,第三甲,第十六名,魯,匠籍,直隸,詩經
1487,第三甲,第十七名,周,民籍,直隸,書經
1487,第三甲,第十八名,蔡,民籍,河南,詩經
1487,第三甲,第十九名,鄭,軍籍,福建,易經
1487,第三甲,第二十名,賈,軍籍,河南,詩經
1487,第三甲,第二十一名,李,民籍,四川,書經
1487,第三甲,第二十二名,趙,民籍,直隸,易經
1487,第三甲,第二十三名,丁,竈籍,浙江,禮記
1487,第三甲,第二十四名,任,軍籍,四川,詩經
1487,第三甲,第二十五名,陳,民籍,浙江,書經
1487,第三甲,第二十六名,吳,民籍,江西,詩經
1487,第三甲,第二十七名,謝,民籍,福建,詩經
1487,第三甲,第二十八名,韓,民籍,山西,易經
1487,第三甲,第二十九名,林,軍籍,福建,書經
1487,第三甲,第三十名,李,旗籍,直隸,詩經
1487,第三甲,第三十一名,鄧,尉籍,順天,詩經
1487,第三甲,第三十二名,余,民籍,四川,春秋
1487,第三甲,第三十三名,徐,匠籍,河南,春秋
1487,第三甲,第三十四名,張,民籍,直隸,書經
1487,第三甲,第三十五名,徐,匠籍,直隸,詩經
1487,第三甲,第三十六名,歐,軍籍,福建,詩經
1487,第三甲,第三十七名,黃,尉籍,江西,詩經
1487,第三甲,第三十八名,陳,軍籍,浙江,禮記
1487,第三甲,第三十九名,高,民籍,湖廣,詩經
1487,第三甲,第四十名,戴,民籍,直隸,禮記
1487,第三甲,第四十一名,黃,軍籍,陝西,易經
1487,第三甲,第四十二名,張,民籍,陝西,詩經
1487,第三甲,第四十三名,文,民籍,湖廣,易經
1487,第三甲,第四十四名,虞,民籍,江西,詩經
1487,第三甲,第四十五名,蔣,民籍,湖廣,詩經
1487,第三甲,第四十六名,白,軍籍,四川,書經
1487,第三甲,第四十七名,吳,軍籍,廣西,書經
1487,第三甲,第四十八名,許,民籍,浙江,易經
1487,第三甲,第四十九名,李,民籍,山西,書經
1487,第三甲,第五十名,柴,民籍,河南,書經
1487,第三甲,第五十一名,朱,民籍,浙江,詩經
1487,第三甲,第五十二名,歐陽,民籍,江西,詩經
1487,第三甲,第五十三名,伍,民籍,江西,春秋
1487,第三甲,第五十四名,毛,軍籍,河南,禮記
1487,第三甲,第五十五名,童,軍籍,直隸,書經
1487,第三甲,第五十六名,翁,民籍,浙江,易經
1487,第三甲,第五十七名,李,匠籍,河南,詩經
1487,第三甲,第五十八名,朱,民籍,湖廣,書經
1487,第三甲,第五十九名,馮,軍籍,直隸,禮記
1487,第三甲,第六十名,鄧,軍籍,四川,書經
1487,第三甲,第六十一名,張,民籍,直隸,詩經
1487,第三甲,第六十二名,王,竈籍,浙江,禮記
1487,第三甲,第六十三名,鄒,民籍,四川,書經
1487,第三甲,第六十四名,羅,民籍,四川,易經
1487,第三甲,第六十五名,徐,軍籍,浙江,書經
1487,第三甲,第六十六名,李,軍籍,河南,詩經
1487,第三甲,第六十七名,唐,竈籍,直隸,詩經
1487,第三甲,第六十八名,方,官籍,直隸,詩經
1487,第三甲,第六十九名,張,民籍,浙江,書經
1487,第三甲,第七十名,羅,軍籍,江西,春秋
1487,第三甲,第七十一名,邢,軍籍,湖廣,詩經
1487,第三甲,第七十二名,李,民籍,直隸,詩經
1487,第三甲,第七十三名,周,軍籍,四川,春秋
1487,第三甲,第七十四名,王,軍籍,陝西,書經
1487,第三甲,第七十五名,潘,民籍,浙江,禮記
1487,第三甲,第七十六名,向,軍籍,四川,詩經
1487,第三甲,第七十七名,王,軍籍,直隸,易經
1487,第三甲,第七十八名,石,民籍,直隸,易經
1487,第三甲,第七十九名,鄭,軍籍,湖廣,書經
1487,第三甲,第八十名,榮,民籍,河南,書經
1487,第三甲,第八十一名,張,軍籍,廣東,易經
1487,第三甲,第八十二名,張,軍籍,河南,詩經
1487,第三甲,第八十三名,張,民籍,四川,詩經
1487,第三甲,第八十四名,王,民籍,直隸,詩經
1487,第三甲,第八十五名,李,官籍,四川,易經
1487,第三甲,第八十六名,弋,民籍,山西,詩經
1487,第三甲,第八十七名,徐,民籍,浙江,禮記
1487,第三甲,第八十八名,石,民籍,直隸,易經
1487,第三甲,第八十九名,倪,匠籍,直隸,詩經
1487,第三甲,第九十名,和,民籍,山西,書經
1487,第三甲,第九十一名,范,民籍,山東,詩經
1487,第三甲,第九十二名,杜,民籍,直隸,易經
1487,第三甲,第九十三名,丁,匠籍,直隸,詩經
1487,第三甲,第九十四名,唐,軍籍,山西,易經
1487,第三甲,第九十五名,郎,民籍,浙江,易經
1487,第三甲,第九十六名,胡,官籍,直隸,易經
1487,第三甲,第九十七名,王,民籍,浙江,詩經
1487,第三甲,第九十八名,俞,軍籍,直隸,禮記
1487,第三甲,第九十九名,徐,軍籍,湖廣,易經
1487,第三甲,第一百名,祝,官籍,山東,禮記
1487,第三甲,第一百零一名,陳,尉籍,湖廣,易經
1487,第三甲,第一百零二名,晁,軍籍,直隸,書經
1487,第三甲,第一百零三名,李,官籍,山東,書經
1487,第三甲,第一百零四名,陳,官籍,陝西,易經
1487,第三甲,第一百零五名,丁,軍籍,山西,書經
1487,第三甲,第一百零六名,朱,民籍,河南,易經
1487,第三甲,第一百零七名,李,民籍,山東,禮記
1487,第三甲,第一百零八名,王,軍籍,山東,書經
